"Что делать, если доставка моего заказа опаздывает?","В такой ситуации просим обратиться к нам по телефону: +7(495) 665-83-00 или по электронной почте: shop@topsecret.com.ru, указывая номер заказа.",https://www.topsecret.com.ru/ru-RU/faq
Все ли продукты предлагаемые в интернет-магазине доступны?,"На сайте интернет-магазина предлагаются все доступные цветовые версии и размеры данного продукта. Цвет и размер можно выбирать только из цветовой гаммы и списка размеров. После добавления продукта в корзину, высвечивается главная фотография продукта, фотография продукта выбранного цвета, высвечивается с правой стороны.",https://www.topsecret.com.ru/ru-RU/faq
"Если я закажу две вещи, но отдельно, могу ли я рассчитывать на то, что получу их в одной посылке?","Заказывая несколько продуктов в отдельных заказах, можно рассчитывать на понимание наших сотрудников и совместную посылку. Однако, лучше всего связаться с коллцентером, указывая номера заказов, которые должны быть объеденены в одну посылку.",https://www.topsecret.com.ru/ru-RU/faq
"Что такое ""мое избранное""?","В данном разделе Вы можете хранить информацию о понравившемся товаре. Добавив в избранное, Вы имеете возможность отслеживать изменение стоимости продукта, доступность на складе, в случае отсутствия нужного Вам размера на остатках. Вся информация будет для Вас доступна посредством электронных уведомлений на Ваш почтовый ящик.",https://www.topsecret.com.ru/ru-RU/faq
В какое время работает Центр Обслуживания Клиента?,"Центр Обслуживания Клиента работает с понедельника по пятницу с 9.00 до 18.00 (по московскому времени). Просим обращаться по телефону: +7(495) 665-83-00 или по электронной почте: shop@topsecret.com.ru, указывая номер заказа.",https://www.topsecret.com.ru/ru-RU/faq
"Нужны ли мне логин и пароль для того, чтобы делать покупки?","Нет, логин и пароль не обязательны. Можно делать покупки без регистрации. Однако, выбирая покупку без регистрации, нет возможности проверять историю заказов. При очередных заказах придется заново заполнять данные для доставки. Кроме того, нет возможности принимать участие в промоакциях для постоянных клиентов.",https://www.topsecret.com.ru/ru-RU/faq
Сколько стоит доставка?,"Стоимость доставки зависит от способа оплаты и формы доставки. Более точная информация указана в разделе ""Условия оплаты и доставки"".",https://www.topsecret.com.ru/ru-RU/faq
Каков срок возврата денег за возвращенный товар?,Возврат денег происходит в течении 30 дней с момента получения возврата товара.,https://www.topsecret.com.ru/ru-RU/faq
Может ли заказанный продукт быть выслан как подарок?,"Интернет-магазин не делает подарочных упаковок. Но если товар будет оплачен on-line, получатель не должен будет оплачивать товар. Можно указать любой адрес доставки - адрес человека, которому хотите сделать подарок. Но не забывайте, что с товаром всегда отправляется товарная накладная с указанием стоимости товара.",https://www.topsecret.com.ru/ru-RU/faq
Какие формы оплаты доступны в интернет-магазине?,"Заплатить за товар, купленный в интернет-магазине, Вы можете наличными денежными средствами или банковской картой.",https://www.topsecret.com.ru/ru-RU/faq
Как проверить статус выполнения заказа?,"Возможности проверки статуса заказа нет. Информацию можно получить по телефону: +7(495) 665-83-00 или по электронной почте: shop@topsecret.com.ru, указывая номер заказа.",https://www.topsecret.com.ru/ru-RU/faq
Можно ли вернуть купленный товар?,Информация о возврате товара по ссылке.,https://www.topsecret.com.ru/ru-RU/faq
Как зарегистрироваться в интернет-магазине?,"Чтобы зарегистрироваться в интернет-магазине следует нажать кнопку „Регистрация”, а затем вписать все необходимые данные. После нажатия кнопки „дальше” будет отпрвлен е-mail со ссылкой для активации. После нажатия на ссылку Вы можете начать делать покупки.",https://www.topsecret.com.ru/ru-RU/faq
Как можно внести изменения в заказ или аннулировать его?,"Если Вы желаете внести изменения в заказ или аннулировать его, просим Вас в день создания заказа обратиться по электронной почте: shop@topsecret.com.ru. Интернет-магазин работает с понедельника по пятницу с 9-00 до 18-00 (по московскому времени).",https://www.topsecret.com.ru/ru-RU/faq
Как оформить заказ?,"Для оформления заказа вам необходимо выбрать интересующий вас товар, положить его в корзину, выбрать удобный из доступных методов доставки и оплаты. После того, как заказ будет оформлен, с Вами свяжутся сотрудники колл-центра для подтверждения заказа.",https://zarina.ru/help/
Как отследить свой заказ?,Вы всегда можете отследить перемещения своего заказа в Личном кабинете во вкладке «Мои заказы» или свяжитесь с нами любым удобным способом указанном в разделе «Контакты».,https://zarina.ru/help/
Могу ли я оформить заказ по телефону?,"Да, специалисты колл-центра с радостью вам помогут по телефону 8-800-250-05-57. Звонок по России бесплатный ежедневно 24 часа в сутки.",https://zarina.ru/help/
Могу ли я заказать несколько размеров на примерку с курьерской доставкой и вернуть неподошедший размер?,"Вы можете заказать несколько размеров одной вещи для примерки, чтобы выбрать наиболее подходящий. Вы можете полностью или частично выкупить заказ, вернув курьеру то, что не подошло. На примерку у Вас будет 15 минут.",https://zarina.ru/help/
Можно ли добавить еще одну позицию или изменить размер в уже оформленном заказе?,"Внесение изменений в подтвержденный заказ невозможно по техническим причинам: после подтверждения заказа, он отправляется на склад, где мы оперативно его собираем для того, чтобы скорее доставить его вам. Свяжитесь с нами любым удобным способом указанном в разделе «Контакты», если необходимая вам модель есть в наличии, мы оформим для вас новый заказ.",https://zarina.ru/help/
Есть ли услуга примерки в регионах?,Услуга примерки доступна во всех крупных городах России. Вы можете оформить заказ с услугой примерки курьером или в пункт выдачи.,https://zarina.ru/help/
Можно ли отказаться от заказа?,"Отменить подтвержденный предоплаченный заказ, к сожалению, нельзя. Вы можете отказаться от получения заказа напрямую курьерской службе или не приходить за ним в пункт выдачи. Денежные средства будут возвращены после поступления заказа на склад, но в таком случае стоимость доставки не возвращается (п.4, ст. 497 ГК РФ). Статус заказа можно проверить в личном кабинете во вкладке «Мои заказы» на сайте или по бесплатному номеру 8-800-250-05-57.",https://zarina.ru/help/
Почему мой заказ отменен?,"Заказ может быть автоматически отменен при выборе оплаты онлайн и её отсутствии более 1 часа. Оформите, пожалуйста, заказ повторно, если заказ еще актуален.",https://zarina.ru/help/
Какие варианты доставки возможны?,На данный момент доступны следующие способы доставки:КурьеромПочтой РоссииВ постаматы и пункты выдачиСамовывозом из розничного магазина			Узнать стоимость услуги доставки можно после выбора города и опции доставки в корзине. Услуга самовывоза из магазина бесплатна.,https://zarina.ru/help/
В какие города можно заказать доставку?,Мы осуществляем доставку по всей территории Российской Федерации.,https://zarina.ru/help/
В каких случаях доставка будет бесплатной?,"Доставка будет для вас бесплатной при выборе способа доставки Самовывоз из розничного магазина. Курьерская доставка и доставка в пункты выдачи и постаматы бесплатная при оформлении заказа на сумму 3 000 рублей и выше. Обратите внимание, что при выборе сервиса «Доставка с примеркой» доставка бесплатная при сумме выкупа от 3 000 рублей.",https://zarina.ru/help/
Сколько хранится заказ в пункте выдачи и постамате?,Заказ в пункте выдаче и постамате хранится 2 дня.,https://zarina.ru/help/
Как узнать дату и время доставки моего заказа?,Свяжитесь с нами любым удобным способом указанном в разделе «Контакты». Мы сможем помочь Вам уточнить дату и время доставки.,https://zarina.ru/help/
Как изменить дату и время доставки?,"Свяжитесь с нами любым удобным способом указанном в разделе «Контакты». Мы сможем помочь Вам изменить дату и время доставки, связавшись с курьерской службой.",https://zarina.ru/help/
Сколько стоит доставка при самовывозе из розничного магазина?,Доставка при самовывозе из розничного магазина осуществляется БЕСПЛАТНО!,https://zarina.ru/help/
"Через какое время после оформления покупки можно получить заказ, оформленный на самовывоз?",Заказ доступен к выдаче через 4 часа после его подтверждения в интернет-магазине. О готовности заказа Вам придёт письмо на электронную почту и смс-оповещение.,https://zarina.ru/help/
Сколько хранится заказ в розничном магазине?,"Заказ, оформленный самовывозом из магазина, хранится 2 дня с момента получения смс о том, что заказ готов к выдаче. Вы можете продлить заказ ещё на 1 день, позвонив по бесплатному номеру 8-800-250-05-57.",https://zarina.ru/help/
Как продлить срок хранения заказа в магазине?,"Свяжитесь с нами по бесплатному номеру 8-800-250-05-57, сообщите оператору номер заказа и Ваше желание продлить хранение.",https://zarina.ru/help/
В каких магазинах можно забрать свой заказ?,"При оформлении заказа выберите способ Самовывоз из магазина, в появившемся списке Вы увидите список магазинов, в которых возможно забрать понравившийся Вам товар. Полный список магазинов, доступных к самовывозу Вы можете посмотреть на странице «Доставка и оплата».",https://zarina.ru/help/
"Как оплатить товар, оформленный самовывозом?","Вы можете оплатить товар при получении наличными средствами или банковской картой. Вы так же можете примерить товар перед покупкой, полностью или частично отказаться от заказа.",https://zarina.ru/help/
Какие способы оплаты возможны?,"На данный момент доступны следующие способы оплаты:На сайте онлайн с помощью банковской карты, в рассрочку картой «Халва» (подробнее в разделе Доставка и Оплата), по QR-кодуПри получении заказа наличными или банковской картой",https://zarina.ru/help/
Как оплатить заказ банковской картой?,Вы можете оплатить заказ банковской картой на сайте или при получении. Для оплаты заказа на сайте при оформлении заказа выберите способ оплаты «Банковской картой онлайн». После нажатия на кнопку «Оформить заказ» вы будете переадресованы на страницу оплаты.,https://zarina.ru/help/
Как оплатить заказ по QR-коду?,"Для оплаты по QR-коду не требуется банковская карта. Нужен лишь телефон, на котором установлено мобильное приложение банка. Узнать поддерживает ли Ваш банк возможность оплаты с помощью QR-кода можно по ссылке sbp.nspk.ru/participants После нажатия на кнопку Оформить заказ, Вы будете перенаправлены на страницу с QR-кодом.  Если вы оформляете заказ с телефона:После оформления заказа у вас появится кнопка «Оплатить заказ».Автоматически откроется приложение банка.Необходимо авторизоваться и подтвердить оплату. Если вы оформляете заказ с компьютера:Откройте приложение Вашего банка.Выберите оплата по QR-коду.Отсканируйте QR-код и подтвердите оплату.",https://zarina.ru/help/
Можно оплатить заказ при получении посылки?,"Оплатить заказ при получении можно при выборе доставки курьером, в пункты выдачи и постаматы и самовывозом из магазина.",https://zarina.ru/help/
Способы оплаты зависят от региона и способа доставки?,"Способ оплаты не зависит от региона доставки.При выборе способа доставки действуют следующие ограничения по оплате:При выборе доставки Почтой России оплатить заказ можно только на сайте онлайн.Заказы, оформленные самовывозом из розничного магазина, можно оплатить только при получении наличными или банковской картой.",https://zarina.ru/help/
Безопасно ли оплачивать заказ банковской картой на сайте?,"Оплачивать картой абсолютно безопасно, данные, указанные при оплате, не сохраняются. Все процессы проходят на стороннем сервере банка.",https://zarina.ru/help/
Как я могу вернуть не подошедший товар?,"В нашем интернет-магазине доступны следующие варианты возврата заказа:    • Возврат в магазин собственной розничной сети ZARINA (Посмотреть список и тип магазинов можно здесь)Отнесите приобретенный товар в магазин ZARINA, имея при себе паспорт, кассовый чек и накладную*, которая была приложена к вашему заказу.* Отсутствие кассового чека или накладной не является основанием для отказа в возврате, однако мы оставляем за собой право дополнительно удостовериться в том, что товар был приобретен в нашем магазине.Подпишите заявление на возврат, которое вам подготовят сотрудники магазина.На время проверки качества изделия и оформления процедуры возврата денежных средств магазин имеет право взять на хранение товар под расписку уполномоченного сотрудника.Денежные средства будут возвращены вам в течение 10 календарных дней с момента осуществления возврата тем же платежным способом, которым был оплачен товар.    • Возврат по почтеДля того, чтобы осуществить возврат по почте, выполните следующие действия:Аккуратно упакуйте товар в оригинальную упаковку в полной комплектации (товары, поставляемые в комплекте, следует возвращать также в комплекте);Заполните заявление о возврате, приложенное к заказу;Приложите копию кассового чека, укажите способ возврата денежных средств (почтовый перевод или перечисление на банковский счет с указанием реквизитов для перечисления);Вышлите посылку почтой по адресу: 140961, Московский АСЦ, а/я 142.Денежные средства будут возвращены вам в течение 10 календарных дней с даты получения нами возврата тем же платежным способом, которым был оплачен товар.",https://zarina.ru/help/
Когда я получу деньги за возвращённый товар?,"Денежные средства будут возвращены вам в течение 10 календарных дней с даты получения нами возврата тем же платежным способом, которым был оплачен товар.",https://zarina.ru/help/
"Что делать, если пришел неверный или ошибочный товар?","Если вы получили не тот товар, который заказывали, Вам нужно вернуть его по почте:		 Аккуратно упакуйте товар в оригинальную упаковку в полной комплектации (товары, поставляемые в комплекте, следует возвращать также в комплекте);			 Заполните заявление о возврате, приложенное к заказу;			 Приложите копию кассового чека, укажите способ возврата денежных средств (почтовый перевод или перечисление на банковский счет с указанием реквизитов для перечисления);			 Вышлите посылку почтой по адресу: 140961, Московский АСЦ, а/я 142.		 Возврат оформляется обычной посылкой из любого отделения Почты России. Денежные средства будут возвращены вам в течение 10 календарных дней с даты получения нами возврата тем же платежным способом, которым был оплачен товар. Стоимость пересылки будет возмещена вместе со стоимостью товара.",https://zarina.ru/help/
"Что делать, если пришел товар с браком/дефектом?","Если вы получили бракованный товар или товар с дефектом, Вы можете вернуть его в магазины розничной сети. Для этого отнесите приобретенный товар в магазин ZARINA (посмотреть список магазинов можно здесь), имея при себе паспорт, кассовый чек и накладную*, которая была приложена к вашему заказу.	 * Отсутствие кассового чека или накладной не является основанием для отказа в возврате, однако мы оставляем за собой право дополнительно удостовериться в том, что товар был приобретен в нашем магазине. Подпишите заявление на возврат, которое вам подготовят сотрудники магазина.	 Денежные средства будут возвращены вам в течение 10 календарных дней с момента осуществления возврата тем же платежным способом, которым был оплачен товар. 	 Если в вашем городе нет магазинов ZARINA, Вы можете отправить нам товар обратно Почтой России по данным, указанным в накладной. Мы вернем вам денежные средства за него, как только получим и обработаем ваш возврат на складе, а так же компенсируем стоимость обратной доставки товара.",https://zarina.ru/help/
Можно ли купить товар оптом/большими партиями?,Мы приглашаем партнеров по франчайзингу для представления нашего бренда и открытия концептуальных магазинов в разных городах России и СНГ. Узнать больше о франчайзинге можно тут.,https://zarina.ru/help/
Как ухаживать за изделиями?,"Чтобы надолго сохранить первоначальный вид изделия и продлить радость от покупки, мы рекомендуем ориентироваться на информацию, указанную на вшивном ярлыке изделия. Пусть любимые вещи прослужат вам долго и будут выглядеть превосходно!",https://zarina.ru/help/
Что означает надпись «эксклюзивно online»?,"Пометка «Эксклюзивно Online» на товаре означает, что данная модель доступна к заказу только в интернет-магазине ZARINA.",https://zarina.ru/help/
Как часто выходят новинки?,Новинки появляются на сайте каждую неделю.,https://zarina.ru/help/
"Все ли товары, представленные на сайте, есть в наличии в магазине?",Ассортимент сайта и розничных магазинов может незначительно отличаться. Товары с пометкой «Эксклюзивно Online» доступны только в интернет-магазине. Наличие интересующего Вас товара в розничных магазинах можно проверить в карточке товара при помощи кнопки Найти в магазине.,https://zarina.ru/help/
На какой рост рассчитаны модели ZARINA?,Все модели бренда рассчитаны на средний рост - 170 см. Тем не менее длина каждой конкретной модели может варьироваться в зависимости от дизайна.,https://zarina.ru/help/
Какой у вас самый большой размер?,"Размерная сетка ZARINA включает размеры: 2XS, XS, S, M, L, XL, 2XL, 3XL. Что в Российской размерной сетке соответствует размерам от 40 до 54.",https://zarina.ru/help/
Как выбрать размер?,"При выборе размера мы рекомендуем ориентироваться на таблицу размеров, указанную в карточке товара. Но иногда разные модели товаров могут незначительно отличаться друг от друга, поэтому мы советуем при возможности воспользоваться функцией виртуальной примерочной, которая находится в карточке товара.",https://zarina.ru/help/
Можно ли оплатить заказ интернет-магазина zarina подарочным сертификатом?,Воспользоваться подарочными сертификатами можно только в розничном магазине. Подробнее ознакомиться с условиями использования подарочных сертификатов можно в разделе «Подарочные сертификаты».,https://zarina.ru/help/
Как пользоваться промокодом?,"Если у вас имеется промокод на скидку, то его необходимо ввести в специальное поле, в корзине.",https://zarina.ru/help/
"Ввожу промокод, а он не срабатывает, почему?","Убедитесь, пожалуйста, что промокод введен верно (без лишних пробелов), проверьте его срок действия. При возникновении ошибки, не связанной с данными ограничениями, свяжитесь с нами любым удобным способом указанном в разделе «Контакты».",https://zarina.ru/help/
Могу ли я использовать несколько скидок/промокодов одновременно?,Объединить скидку по нескольким промокодам в одной покупке нельзя. Суммирование скидок в каталоге с промокодами зависит от условий конкретного промокода.,https://zarina.ru/help/
Различаются ли цены на сайте и в магазине?,Цены на сайте и в розничном магазине могут отличаться.,https://zarina.ru/help/
Могу ли я отложить вещь и приехать померить к вам в магазин?,"На сайте доступна услуга Click&Collect: вы можете оформить заказ на сайте и забрать его в удобном для Вас розничном магазине уже через 4 часа после подтверждения. Заказ будет храниться в магазине 2 дня, Вы можете продлить хранение ещё на 1 день, позвонив по телефону 8-800-250-05-57. При получении Вам будет доступна примерка и частичный выкуп, Вы так же можете полностью отказаться от заказа, если Вам ничего не подойдёт.",https://zarina.ru/help/
В каких городах планируется открытие магазинов ZARINA?,"Города, в которых планируется открытие магазина ZARINA, мы анонсируем на нашей странице в Instagram @zarina_fashion.",https://zarina.ru/help/
Где найти магазины ZARINA?,"Магазины ZARINA представлены в Москве, Санкт-Петербурге, Екатеринбурге, Новосибирске, Владивостоке, Казани, Самаре, Краснодаре, Ростове-на-Дону и в других городах России. Подробнее месторасположение каждого магазина можно узнать в разделе «Магазины».",https://zarina.ru/help/
Сотрудничество,"По вопросам сотрудничества вы можете написать на почту zarina@lmexpress.ru, ваше письмо будет отправлено ответственному менеджеру. Если предложение будет актуально, с вами свяжутся дополнительно. По вопросам рекламы Вы можете написать PR-менеджеру бренда ZARINA, Михайловской Элине mikhaylovskayaef@melonfashion.com",https://zarina.ru/help/
Франшиза ZARINA,Мы приглашаем партнеров по франчайзингу для представления нашего бренда и открытия концептуальных магазинов в разных городах России и СНГ. Узнать больше о франчайзинге можно тут.,https://zarina.ru/help/
Какие у вас есть вакансии?,"Актуальные вакансии Вы можете увидеть в разделе Работа в бренде ZARINA, а также на сайте headhunter.ru. Будем рады принять в команду интересных и результативных специалистов и руководителей. Ваше резюме с указанием желаемой вакансии и города отправляйте на почту hr_zarina@melonfashion.com.",https://zarina.ru/help/
Как можно оплатить заказ?,"Самый удобный способ оплаты — безопасный платёж на сайте. При оплате on-line вы получаете скидку 3%.                                            Также заказ можно оплатить наличными или банковской картой курьеру. К сожалению, в службах доставки не каждый курьер имеет терминал для безналичной оплаты, поэтому, общаясь с транспортной компанией обязательно уточните возможность оплаты картой.                    Никогда не соглашайтесь на перевод денег на личную карту курьера.                         Транспортная компания в Северо-Кавказском федеральном округе не имеет возможности принимать платежи. Отправка заказов осуществляется только при оплате заказа на сайте.",https://skinbutik.ru/faq/
Как я получу чек об оплате?,"При оплате на сайте вы получите чек на электронную почту, указанную при заказе.                                            При оплате наличными курьер выдаёт чек на месте.                                            При безналичной оплате курьеру чек высылает на электронную почту компания, выполняющая доставку.                    Никогда не соглашайтесь на перевод денег на личную карту курьера.                         Если вы не получили чек, свяжитесь с нами по электронной почте info@skinbutik.ru или в рабочее время по телефону +7 499 350 90 45. Укажите номер заказа.",https://skinbutik.ru/faq/
Могу ли я запросить бесплатные образцы?,"Мы не отправляем бесплатные образцы без заказа. При оформлении заказа пробники добавляются автоматически в зависимости от его стоимости. Если вы хотите попробовать конкретное средство, укажите в комментарии к заказу. При возможности мы учтём ваше пожелание.",https://skinbutik.ru/faq/
Могу ли я изменить или отменить свой заказ?,До подтверждения заказа менеджером вы можете изменить или отменить заказ в личном кабинете на сайте. После подтверждения заказа до его отправки внести изменения вам поможет менеджер по телефону +7 499 350 90 45.                                            Вы можете отказаться от получения заказа до его оплаты. Частичный выкуп заказа невозможен.,https://skinbutik.ru/faq/
Может ли кто-то другой принять мой заказ?,"Если вы сами не можете получить свой заказ, то курьер может оставить его вашим домочадцам, секретарю, охраннику или консьержу. Укажите, кто будет принимать заказ и по какому телефону с ним можно связаться. Это можно сделать в комментарии к заказу или во время согласования с менеджером.",https://skinbutik.ru/faq/
Можно ли отправить заказ в подарок?,"Конечно! При оформлении заказа отметьте, что это подарок. Укажите имя, телефон и адрес того, кому нужно доставить подарок. Оплатите заказ на сайте.",https://skinbutik.ru/faq/
"Что делать, если я сделала заказ, но мне никто не позвонил?","Заказы обычно обрабатываются и отправляются в течение 2 рабочих дней.                                            Часы работы: ежедневно с 9:30 до 18:00. Время московское.                                             Если с момента оформления вашего заказа прошло 2 рабочих дня, свяжитесь с нами по электронной почте info@skinbutik.ru или в рабочее время по телефону +7 499 350 90 45. Будьте готовы назвать номер заказа.",https://skinbutik.ru/faq/
Как я могу отслеживать статус моего заказа?,"При отправке заказа транспортной компанией вы получаете SMS и e-mail с трек-номером, по которому можно отследить посылку на сайте этой компании. Если вы не получили e-mail, проверьте папку спама и добавьте наш e-mail в белый список.",https://skinbutik.ru/faq/
